also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
"前田 愛,まえだ あい,前田 爱,前田爱",1975-04-19,,1,https://www.aoni.co.jp/search/maeda-ai.html,31082,nm0535327,Acting,Ai Maeda,"Kobe, Hyōgo Prefecture, Japan",4.113
"楠見尚己,楠見 尚己,楠见尚己",1954-06-17,,2,https://mausu.net/talent/kusumi-naomi.html,1243811,nm1305522,Acting,Naomi Kusumi,"Fukuoka Prefecture, Japan",3.413
"高桥一生,Issei Takahashi,高橋 一生,高桥 一生,다카하시 이세이",1980-12-09,,2,http://www.my-pro.co.jp/aa/takahashi.html,87662,nm1534063,Acting,Issey Takahashi,"Tokyo, Japan",11.574
"Koko Maede,前田浩子,Kōko Maeda,Kouko Maeda,まえだ こうこ",,,1,,3685,nm0535338,Production,Koko Maeda,Japan,3.212
種田陽平,1960-01-01,,2,http://yoheitaneda.com/en,6444,nm0849222,Art,Yohei Taneda,"Osaka Prefecture, Japan",0.6
"Robert Beher,Bob Behr",,,0,,6062,nm0066903,Sound,Bob Beher,,1.225
,,,0,,17117,nm1530950,Art,Yoshihito Akatsuka,,0.6
"John C. Hartigan,John Hardigan",,,2,,16498,nm0366736,Crew,John Hartigan,,1.96
"钟智行, 鍾志行,钟志行,Frankie Chung Chi-Hang",,2021-09-18,2,,17359,nm1837867,Visual Effects,Frankie Chung,,1.443
"Peter Bogdonovich,Derek Thomas,피터 보그다노비치",1939-07-30,2022-01-06,2,,39012,nm0000953,Directing,Peter Bogdanovich,"Kingston, New York, USA",8.695
"Cat Thomas , Catherine Thomas",,,1,,50462,nm0858606,Costume & Make-Up,Catherine Marie Thomas,,1.686
,,,1,,59473,nm0811761,Editing,Joan Sobel,,1.87
西协美智子,1957-11-21,,1,,62426,nm0632811,Acting,Michiko Nishiwaki,"Funabashi, Chiba, Japan",10.062
,,,0,,92483,nm0762968,Crew,Spencer Sano,,0.656
,,,1,,75485,nm0913847,Costume & Make-Up,Noriko Watanabe,,1.4
,,,0,,84557,nm0141074,Camera,Jasmine Yuen Carrucan,,2.246
西田稔,,,2,,90505,nm0457221,Art,Minoru Nishida,,0.6
"石井 克人 ,石井克人 ,いしい かつひと",1966-12-31,,2,,107668,nm0411002,Directing,Katsuhito Ishii,"Niigata, Japan",2.812
"Toshihiko Nishikubo,西久保 瑞穂,西久保 利彦,Yamaguchi Naoki",1953-01-15,,2,,147050,nm0632716,Directing,Mizuho Nishikubo,Japan,4.238
,,,0,,235120,nm3451427,Writing,Shou Tajima,,0.6
"森下勝司,もりした かつじ",1972-01-01,,2,,235121,nm2631098,Production,Katsuji Morishita,,2.587
"Juiping Cao,Jiuping Cao, Cao Jiu-Ping, Cao Jiuping, Cao Jui-Ping",,,0,,551534,nm0134871,Art,Cao Juiping,,0.98
"佐々木尚,ささき・たかし,ささき たかし,ささきたかし,Sasaki Takashi,Hisashi Sasaki,Sasaki Hisashi",,,0,,551822,nm0765826,Art,Takashi Sasaki,,1.351
,,,2,,555328,nm0571947,Acting,Jake McKinnon,,6.483
"中澤一登,中沢一登",1968-03-04,,2,,557936,nm0620450,Directing,Kazuto Nakazawa,"Niigata, Japan",4.293
,,,2,,1046971,nm0317295,Production,Ted Gidlow,,1.788
,,,2,,1067814,nm2497106,Acting,Jerome Ro Brooks,,1.22
,,,0,,1172442,nm0278143,Art,Mary Saisselin,,0.76
,,,0,,1219858,,Crew,Glenn Cannon,,1.286
Monica Stages,1970-02-24,,1,,1230008,nm0821400,Acting,Monica Staggs,"Boulder, Colorado, USA",3.439
,,,0,,1290012,nm1915221,Production,Motoki Ishida,,0.6
小川久美子,,,0,,1309945,nm0644555,Costume & Make-Up,Kumiko Ogawa,,0.692
"Helen Rose Monaghan, Helen R. Monaghan",,,0,,1329418,nm0597484,Costume & Make-Up,Helen Monaghan,"Fayetteville, North Carolina, USA",0.6
Fred Stahly,,,2,,1342658,nm0821518,Sound,Frederick H. Stahly,,0.6
Kanani A. Wolf,,,0,,1387259,nm0937818,Costume & Make-Up,Kanani Wolf,,0.6
花谷秀文,1967-07-18,,2,,1389607,nm0359281,Art,Hidefumi Hanatani,"Hiroshima, Japan",0.84
,,,0,,1389608,nm5185264,Art,Lu Yo Lui,,0.6
Peter R. Davidson,,,2,,1389610,nm1000205,Art,Peter Davidson,,1.388
,,,0,,1389611,nm1141288,Art,Gretchen Engel,,0.6
,,,1,,1389613,nm0797103,Sound,Katrina Siegmund,,0.652
,,,0,,1389614,nm0838292,Sound,Peter Michael Sullivan,,0.695
,,,0,,1389616,nm0698089,Crew,Corey Pritchett,,1.4
,,,0,,1389620,nm2512197,Visual Effects,Tommy Tom,,0.6
Keith W. Adams,,,2,,1389621,nm0011121,Crew,Keith Adams,,0.6
Dan North,,,0,,1389623,nm0635994,Costume & Make-Up,Daniel Grant North,,0.6
Jay Richardson,,,0,,1389624,nm0724606,Sound,Jay B. Richardson,,0.778
森井輝,,,2,,1389629,nm0605438,Production,Akira Morii,,2.926
,,,0,,1394488,,Crew,David Greenbaum,,0.84
,,,0,,1445974,nm1465000,Production,Eriko Miyagawa,,1.264
" Eddie Bydalck ,Edward Bydalek ,Eddie Rydalek,Eddie Bydelak ",,,2,,1446678,nm0125742,Sound,Eddie Bydalek,,0.868
石本英治,,,2,,1456816,nm1085655,Visual Effects,Eiji Ishimoto,,0.938
"宮沢康紀,宮沢康則,宮澤康紀",,,2,,1456818,nm1899986,Visual Effects,Yasunori Miyazawa,,1.021
,,,0,,1456819,nm0757114,Visual Effects,Yutaka Sakamoto,,0.6
"笹嶋啓一,ささじま けいいち",,,2,,1456820,nm2425160,Visual Effects,Keiichi Sasajima,,0.964
,,,0,,1472261,nm1459645,Production,Dede Nickerson,,0.84
"Michelle Silverman,Michelle Kuznetsky Silverman,Michelle Kuznetsky-Silverman,Michele Kuznetsky",1975-08-29,,1,,1545447,nm0476818,Sound,Michelle Kuznetsky,"Los Angeles, California, USA",0.698
,,,2,,1546564,,Crew,Norman Cabrera,,0.725
,,,0,,1549445,,Sound,John Bires,,0.6
,,,0,,1551159,,Art,Steve Borgese,,0.631
" John Earl Stone",,,2,,1552497,nm0831964,Art,John Stone,,0.6
,,,0,,1552513,,Crew,Archie Hankins,,0.6
,,,2,,1552518,nm0686969,Crew,Jeff Plauster,,0.6
,,,0,,1555714,nm1103506,Camera,Jessica Miglio,,0.6
Cornelia Ryan Taylor,,,1,,1563906,,Production,Cornelia Ryan,,0.86
"Vincent Flaherty ",,,2,,1565951,nm1212898,Crew,Vincent Joseph Flaherty,,0.6
,,,0,,1569556,,Art,Michael Spitaletto,,0.985
Steve Dudycha,,,0,,1569825,,Crew,Stephen Dudycha,,0.98
,,,0,,1599609,,Costume & Make-Up,Mark Zunino,,0.6
,,,0,,1599611,,Costume & Make-Up,Alexander AD,,0.6
齋藤佐都子,,,0,,1599612,,Art,Satoko Saito,,0.6
,,,0,,1599613,,Art,Laurel Pickering,,0.6
Marie E. Healy,,,1,,1599614,nm1440153,Production,Marie Healy,,0.6
,,,0,,1599615,,Art,Ayako Sakahara,,0.6
,,,0,,1599616,,Art,Elizabeth Norton,,0.6
,,,0,,1599617,,Camera,Jamie Felz,,1.98
"David Allen Young,John Smith",,,2,http://morris-young.com/,1599624,,Sound,D.A. Young,,0.6
,,,0,,1599625,,Crew,Paul Abraham,,0.6
" Robert A. Brown ,Robert Brown ,Rob Brown",,,2,,1599627,nm2291445,Crew,Robert Aaron Brown,,0.6
,,,0,,1599630,,Crew,Don Feeney,,0.6
,,,0,,1599631,,Crew,Ian Elias,,1.4
,,,0,,1599637,,Crew,Rome Duval,,1.38
,,,0,,1599638,,Crew,Jennifer A. Bolitho,,0.6
,,,0,,1599639,,Crew,Elida Cerda,,0.84
,,,0,,1599640,,Crew,Leslie Yeransian,,0.6
,1978-06-16,,2,,1599641,nm1260237,Crew,Sho Brown,,0.6
,,,0,,1599642,,Crew,Bruce Callahan,,1.686
,,,0,,1599643,,Production,Arturo del Río,,0.6
,,,0,,1599645,,Editing,Jennifer Hall Lee,,0.6
,,,0,,1599646,nm0269217,Camera,Greg Fausak,,0.6
"Khan E. Griffith,Khan Griffiths,Kahn Griffith",,,2,,1599647,nm0341551,Lighting,Khan Griffith,,0.6
,,,0,,1599648,,Lighting,Preston A. Adams,,0.6
,,,0,,1599649,,Lighting,Carlos Escobar,,0.828
,,,0,,1599651,,Production,Katsumi Furuhashi,,1.22
Jennifer Stephens,,,1,,1599652,nm0827054,Production,Jennifer S. Deayton,,0.6
,,,0,,1599653,,Sound,Mike Hurst,,0.6
,,,0,,1599654,,Visual Effects,Kelly Bumbarger,,0.728
,,,0,,1599655,,Visual Effects,Jason Gustafson,,0.6
,,,0,,1599656,,Sound,Daniel R. Kerr,,0.6
,,,0,,1600104,,Camera,Julie Helton,,1.38
,,,0,,1600109,,Crew,Satya Bellord,,0.7
,,,0,,1610250,,Sound,Roger Morris,,0.6
,1974-08-21,,2,,1658526,,Production,Carlos A. Aragon,"Walsall, West Midlands, England, UK",0.6
,1968-12-03,,1,,1752269,nm1565658,Production,Sue Smith,"Natick, Massachusetts, USA",0.6
,,,2,,1791946,nm0455182,Production,Rich King,,0.746
,,,2,,1802558,nm0087623,Sound,Adam Blantz,,0.6
"Tony Garrido,Antonio Garrido,Anthony Garrido,Anthonio V. Garrido,Antonio Bento da Silva Filho",,,2,,1840115,nm0308273,Camera,Antonio V. Garrido,,0.695
,,,0,,1840118,,Crew,Rob Moses,,1.129
,,,0,,1840120,,Directing,Kennedy Taylor,,0.6
,,,0,,1840121,,Directing,Jonathan Tex Levitt,,0.6
,,,0,,1840122,,Directing,Texas Dave,,0.6
,,,0,,1840123,,Editing,Aaron Denenberg,,0.6
"黒木類,黒木るい",,,2,,1840127,nm2634953,Production,Rui Kuroki,,1.4
"Heather Denton ",,,1,,1858297,,Directing,Heather I. Denton,,0.732
,,,0,,1868839,,Crew,Stephanie Ito,,0.94
,,,0,,1931796,,Production,Andrew Blau,,0.6
,,,1,,1945426,,Crew,Lisa McCullough,,3.756
"Gō Abe,阿部豪",,,0,,2161698,,Production,Go Abe,,0.6
,,,0,,2178897,,Visual Effects,Jaime Norman,,0.6
,,,0,,2217485,,Production,Beverly Jusi,,0.6
,,,0,,2218462,,Production,Edward Poveda,,1.708
,,,0,,2234231,,Costume & Make-Up,Lisa Bojarski,,0.6
,,,0,,2234232,nm0863077,Directing,Ryan Tighe,,0.6
,,,0,,2234235,,Art,Juning Li,,0.6
,,,0,,2234236,,Art,Kei Itsutsuji,,0.6
,,,0,,2234237,,Art,Ellen C. Troy,,0.6
,,,0,,2234238,,Art,Phill Zagajewski,,0.6
,,,0,,2234239,,Art,Norm Hvam,,0.6
,,,0,,2234240,,Art,Marcus Epps,,0.615
Jack B. Jennings,,,2,,2234241,nm0421169,Art,Jack Jennings,,0.6
,,,0,,2234242,,Camera,Melanie C. Brown,,0.6
,,,0,,2234245,,Costume & Make-Up,Amy Lin,,0.98
Wendy Morris,,,0,,2234246,,Sound,Wendi Morris,,1.052
,,,0,,2234247,,Production,Hiroyuki Nakano,,0.6
,,,0,,2234248,,Production,Jerry Carville,,0.6
,,,0,,2234249,,Crew,Alan Schwartz,,0.6
,,,0,,2234251,,Production,Ryutaro Ishimori,,1.564
,,,0,,2234252,,Production,Sean Carville,,0.6
,,,0,,2234254,,Crew,Junichiro Aki,,0.6
孙颖,,,1,,2405871,nm2613410,Production,Ying Sun,,0.6
"Κάλεμπ Λάντρι Τζόουνς,Caleb Jones",1989-12-07,,2,,572541,nm2655177,Acting,Caleb Landry Jones," Garland, Texas, USA",10.152
"Catherine Ann Keener,Кэтрин Кинер,캐서린 키너",1959-03-23,,1,,2229,nm0001416,Acting,Catherine Keener,"Miami, Florida, USA",16.193
,1981-01-06,,1,,1660452,nm3340597,Acting,Betty Gabriel,"Washington, District of Columbia, USA",31.64
,,,2,,1273237,nm5297568,Acting,John Wilmot,,3.485
Caren Larkey,,,1,,104344,nm0488255,Acting,Caren L. Larkey,,0.771
"Julie Ann Jones ",1958-11-19,,1,,1069644,nm4152547,Acting,Julie Ann Doan,"Jackson, Mississippi, USA",1.06
,,,0,,1234823,nm0186657,Acting,Rutherford Cravens,,2.043
,,,0,,2569592,,Acting,Yasuhiko Oyama,,1.164
,1932-09-26,2020-05-26,2,,13732,nm0378800,Acting,Richard Herd,"Boston, Massachusetts, USA",5.516
,1969-11-19,,1,,33655,nm0004697,Acting,Erika Alexander,"Winslow, Arizona, USA",8.926
,,,2,,1704613,nm0819007,Acting,Jeronimo Spinx,,1.981
,,,2,,1299674,nm3182681,Acting,Ian Casselberry,,6.86
,,,2,,143264,nm1733117,Acting,Trey Burvant,,1.8
,,,2,,2569593,,Acting,John Donohue,,0.6
Sean Braud,,,2,,148999,nm3762501,Acting,Sean Paul Braud,,2.559
,,,2,,1704626,,Acting,Zailand Adams,,2.761
"Τζόρνταν Πιλ,Jordan Haworth Peele,조던 필,Key & Peele,ジョーダン・ピール",1979-02-21,,2,https://www.monkeypawproductions.com/,291263,nm1443502,Acting,Jordan Peele,"New York City, New York, USA",8.052
,1982-12-07,,2,,1367105,,Acting,Evan Shafran,"Portland, Maine, USA",2.23
"Tahj A. Vaughans,Tahj Ahmaad Vaughans",,,2,,1861836,nm8817521,Acting,Tahj Vaughans,,5.53
,1975-01-01,,2,,1587,nm0572014,Production,Sean McKittrick,"Berkeley, California, U.S.",0.967
,,,2,,10396,nm0809840,Art,Rusty Smith,,0.939
,,,2,https://www.densonbaker.com/,55905,nm1095066,Camera,Denson Baker,,0.766
Leonard Spears,,,2,,60872,nm0817368,Art,Leonard R. Spears,,0.6
Damien Church,,,2,,75303,nm0161358,Camera,Damian Church,,0.6
,,,2,,995462,nm0687427,Editing,Gregory Plotkin,,0.972
,,,0,,1033103,nm1247909,Editing,Carmelo Casalenuovo,,0.6
,,,0,,1037124,,Production,Edward H. Hamm Jr. 	,,1.4
,,,0,,1201896,nm1506448,Production,Raymond Mansfield,,1.058
,,,0,,1303683,nm2256139,Crew,Cafe Noir,,0.6
,,,0,,1308741,nm2211720,Production,Shaun Redick,,0.6
,,,2,,1335147,nm3311045,Sound,Trevor Gates,,1.728
,,,0,,1340099,nm3399447,Sound,Xander Lott,,0.6
,,,0,,1340734,nm2340149,Art,Elizabeth Boller,,0.764
Justin Lubin,,,2,,1387186,nm0523907,Camera,Justin M. Lubin,,0.6
"Jonathon Wales,Jonathon Whales",,,2,,1392969,nm0907391,Sound,Jonathan Wales,,2.36
,,,0,,1399931,nm1479676,Editing,Aidan Stanford,,0.6
,,,0,,1404199,nm6317414,Crew,Jennifer Bender,,2.042
,,,0,,1407738,nm0836222,Camera,Michael Stumpf,,0.652
,,,2,,1409545,nm2657542,Sound,Joshua Adeniji,,0.972
Melanie Leveque,,,1,,1432586,nm1953066,Art,Twig Leveque,,1.4
,,,0,,1440755,nm0324379,Visual Effects,Chad Goei,,0.6
,,,1,,1456358,nm2177960,Directing,Rhona Rubio,,0.6
,,,0,,1475631,nm5424382,Costume & Make-Up,Rachel Stringfellow,,1.141
,,,0,,1484983,,Crew,Matthew Brady Harris,,0.6
Bea Sequeira,,,0,,1526870,nm0784732,Production,Beatriz Sequeira,,2.364
,,,0,,1527917,nm0385800,Costume & Make-Up,Voni Hinkle,,0.6
,,,0,,1542024,nm3239059,Sound,Brad Flick,,0.6
,,,0,,1543589,nm0002574,Production,Gerard DiNardi,,1.306
,,,0,,1557612,,Sound,Jeffree Bloomer,,0.652
,,,0,,1558723,,Editing,Matteo Saradini,,0.6
,,,0,,1571521,,Editing,David Zimmerman,,0.616
,,,1,,1616432,nm0037166,Production,Fabiana Arrastia,,0.762
,,,0,,1629784,,Camera,Quenell Jones,,0.6
,,,0,,1651830,,Costume & Make-Up,Nadine Haders,,0.882
,,,0,,1727198,,Art,April Hopkins,,0.648
Stephanie Fowler,,,0,,1727200,,Costume & Make-Up,Stephanie Durkac,,0.6
Ben Gieschen,,,0,,1734426,,Sound,Benjamin Gieschen,,0.6
"Marcei Brown,Marcei Brubaker,Marcei A. Brubaker,Marcei Ann Brubaker",1963-01-01,,1,,1738153,nm0115389,Production,Marcei A. Brown,,1.369
,,,0,,1739844,,Art,Jackson Rambo,,0.6
,,,0,,1758349,,Production,Ally Conover,,0.6
,1962-10-08,,2,https://michaelabels.com/,1761126,nm8752173,Sound,Michael Abels,"Phoenix, Arizona, USA",0.972
,,,0,,1761129,,Art,John Rezner,,0.6
Jaclyn Banner,,,1,https://www.jaclynbanner.com/,1761130,nm4911595,Costume & Make-Up,Jaclyn Banner Akeju,,0.6
"Christopher Mollere,Christopher Todd Mollere,Chris Mollere",,,2,,1761131,nm2078829,Sound,Christopher T. Mollere,,1.631
,,,0,,1761132,,Camera,Greg Lomas,,0.6
,,,0,,1761133,,Visual Effects,Lindsay McClung,,0.6
,,,0,,1761135,,Sound,Kellen Bloomer,,0.6
,,,0,,1761136,,Costume & Make-Up,Haley Hinkle,,0.6
,,,0,,1761137,,Costume & Make-Up,Kristen Graham,,0.98
,,,0,,1761138,,Costume & Make-Up,Joe Savva,,0.6
,,,2,,1761877,nm2864432,Sound,Bryan Parker,,0.828
,,,0,,1771616,,Production,Bass Hampton,,1.052
,,,0,,1814556,,Directing,Ram Paul Silbey,,0.98
,,,0,,1814557,,Sound,Taylor Westerfield,,0.6
,,,0,,1814559,,Crew,Ryan Cox,,0.6
Brian Smith,,,2,,1814562,nm2824701,Editing,Brian Jeremiah Smith,,0.6
,,,2,http://www.jamesparnell.com/,1825781,,Sound,James Parnell,England,1.082
,,,0,,2044104,,Sound,Chase Everett,,0.6
,,,0,,2060929,,Art,John Pundt,,0.6
,,,0,,2087188,,Costume & Make-Up,Lindsay Monahan,,0.6
,,,0,,2195508,,Art,Jonathan Dossman,,0.6
,,,0,,2404371,,Visual Effects,Pratik Pradeep Singh,,0.6
"Brian Becnel II,Brian D. Becnel II,David Brian Becnel II,D. Brian Becnel II",,,0,,2505444,nm3922426,Art,Brian Becnel,,0.6
,,,0,,2505446,,Crew,Elizabeth Lynch,,0.77
,,,0,,2543023,,Art,Kyle Descenna,,0.6
,,,0,,2569590,,Production,Chris Ryan,,0.6
,,,0,,2863428,nm6547075,Costume & Make-Up,Jesi Johnson,,0.6
,,,0,,3323589,,Costume & Make-Up,Lindsey Interrante,,0.6
,,,0,,3323591,,Visual Effects,Kieley Culbertson,,0.695
,,,0,,3323592,,Visual Effects,Aleksandr Kilimnik,,0.6
,1983-11-24,,2,,1220123,nm3152605,Acting,Gwilym Lee,"Bristol, England, UK",9.241
Ben Jones,1991-01-02,,2,https://www.spotlight.com/1816-9055-5945,1452045,nm5228887,Acting,Ben Hardy,"Bournemouth, Dorset, England, UK",9.095
Joe Mazzello,1983-09-21,,2,,4787,nm0001515,Acting,Joseph Mazzello,"Rhinebeck, New York, U.S.",14.123
"Аллен Лич,Alan Leech",1981-05-18,,2,,85718,nm1395602,Acting,Allen Leech,"Killiney, County Dublin, Ireland",6.875
,,,2,,1227888,nm1464879,Acting,Aaron McCusker,"Portadown, County Armagh, Ireland [now in Northern Ireland], UK",3.676
,,,1,,108578,nm1374868,Directing,Meneka Das,,2.147
"Ahsen Bhatti,Ahsen ""Ace"" Bhatty,Ahsen Rafiq Bhatti",1969-09-13,,2,https://anothertongue.com/artist/ace-bhatti,208095,nm0080372,Acting,Ace Bhatti,"Nottingham, Nottinghamshire, England, UK",6.61
,1995-10-12,,0,,2167336,nm9069524,Acting,Priya Blackburn,"Slough, England, UK",1.215
,1984-11-24,,2,,1428460,nm2976920,Acting,Max Bennett,"Leytonstone, London, England, UK",3.721
,,,0,,1862433,nm5447790,Acting,Dermot Murphy,,2.926
,,,0,,1309365,nm5004033,Acting,Dickie Beau,,0.991
,1984-09-01,,2,,209370,nm2516193,Acting,Jack Roth,"Hammersmith, London, UK",9.734
,,,2,https://www.spotlight.com/0218-4504-5995,2035000,,Acting,Neil Fox-Roberts,,0.656
,,,1,,1547893,nm6970054,Acting,Jess Radomska,,0.6
,1978-04-14,,1,,32248,nm0242050,Acting,Michelle Duncan,"Perth, Scotland, U.K.",4.6
,,,2,,1742694,nm5852482,Acting,Ross Green,,0.938
,,,2,https://waringandmckenna.com/clients/joshua-higgott/,1714861,nm5956792,Acting,Joshua Higgott,,2.182
,,,0,,2047921,nm3995817,Acting,Pat Lally,,0.6
,,,0,,2256762,nm10227107,Acting,William Owen,,0.6
,,,0,,2047866,,Acting,Philip Andrew,,1.961
,1970-09-10,,2,,62972,nm1043031,Acting,Tim Plester,"Banbury, Oxfordshire, England, UK",4.48
,,,0,,2256761,nm9594480,Acting,Felipe Bejarano,,0.6
,1987-01-01,,2,,203177,nm0362053,Acting,Kieran Hardcastle,"Nottingham, England, UK",1.382
,,,0,,2256763,nm2197047,Acting,Ian Gabriel Dumdum,,1.38
,,,2,,1677041,nm4455856,Acting,Matt Greenwood,,1.273
,,,0,,1241872,nm0188803,Acting,Royce Cronin,,0.6
,,,0,,2256764,nm2940893,Acting,James MacLaren,,0.6
,,,0,,2256765,nm7303763,Acting,Andrew Bowerman,,0.6
,,,0,,2256766,nm3287008,Acting,Drew P.,,0.6
,,,0,,1477986,nm6451077,Production,Haf Gibson,,0.6
,,,0,,2256767,nm7926677,Acting,Honor Hellon,,0.6
,,,1,,1738234,nm3594925,Acting,Rosy Benjamin,,1.529
,,,0,,2256768,nm2610015,Acting,Leila Crerar,,2.184
,,,0,,2256769,nm7332326,Acting,Katherine Newman,,0.6
,,,0,,2047867,,Acting,Adam Rauf,,3.014
,,,0,,2256770,nm10215418,Acting,Peter Howe,,1.38
,1964-07-06,,2,http://www.johnottman.com/,9039,nm0653211,Sound,John Ottman,"San Diego, California, USA",3.909
James Sinclair Wallace,,,2,,1827259,nm1015992,Acting,James Wallace,,1.291
Matt Houston,,,2,,2035001,nm7649344,Acting,Matthew Houston,,0.828
,,,2,,2047920,nm9238842,Acting,Scott Morrison Watson,,0.6
,,,0,,2047917,nm6176818,Acting,Devlin Lloyd,,0.6
,,,0,,2047919,nm8066764,Acting,Stefan Kopiecki,,0.6
,,,2,,95880,nm3125166,Acting,Garry Summers,,1.062
,,,0,,2047918,nm9605895,Acting,Matthew Fredricks,,0.6
,,,0,,2047922,,Acting,Ian Jareth Williamson,,0.6
,,,1,,1898962,nm4811231,Acting,Johanna Thea,,4.724
Queen + Adam Lambert,1982-01-29,,2,http://www.adamofficial.com/,216728,nm2189338,Acting,Adam Lambert,"Indianapolis, Indiana, USA",4.879
,,,0,,2923042,,Acting,Andreea Helen David,,1.048
,,,2,,1959432,,Acting,Jason Lines,,1.067
Adam Johnston,,,2,https://uk.linkedin.com/in/adamjamesjohnston,2098582,nm9095887,Acting,Adam James Johnston,United Kingdom,0.6
,1956-09-21,,1,,3305,nm0742772,Production,Jane Rosenthal,"Denver, Colorado, USA",2.045
"براين سينجر,Брайан Сингер,布萊恩·辛格,ไบรอัน ซิงเกอร์,ブライアン・シンガー,브라이언 싱어",1965-09-17,,2,,9032,nm0001741,Directing,Bryan Singer,"New York City, New York, USA",9.565
"Tom Sigel,Thomas Sigel",,,2,,9040,nm0005875,Camera,Newton Thomas Sigel,,3.56
,1963-04-10,,2,,15730,nm0604948,Writing,Peter Morgan,"London, England, UK",3.936
,1961-12-19,,2,,16729,nm0454752,Production,Graham King,,0.648
,,,0,,24232,nm0973074,Camera,Hamish Doyne-Ditmas,,0.7
" Джулиан Дэй",,,2,,45058,nm0206457,Costume & Make-Up,Julian Day,,1.22
,,,0,,72240,nm0263223,Costume & Make-Up,Sian Evans,,0.6
,,,2,,76482,nm1774736,Production,Denis O'Sullivan,,0.6
"Roger Meddows-Taylor,Queen,Queen + Adam Lambert,Queen + Paul Rodgers,罗杰·泰勒",1949-07-26,,2,http://www.rogertaylorofficial.com/,84530,nm0003547,Acting,Roger Taylor,"Kings Lynn, Norfolk, England, UK",10.5
,1942-03-09,,2,,195163,nm0063473,Production,Jim Beach,"Gloucester, Gloucestershire, England, UK",2.043
"Brian Harold May,Queen,브라이언 메이,布赖恩·梅",1947-07-19,,2,http://www.brianmay.com,928828,nm0006190,Acting,Brian May,"Hampton, Middlesex, England, UK",2.815
,,,2,,958649,nm0382076,Production,Richard Hewitt,,0.953
Eva Von Bahr,1968-12-17,,1,,997661,nm0901913,Costume & Make-Up,Eva von Bahr,"Malmö, Sweden",0.84
,,,0,,1036353,nm0781833,Camera,Nanu Segal,,0.6
,1961-04-28,,2,,1041394,nm0565026,Writing,Anthony McCarten,"New Plymouth, New Zealand",3.723
,,,0,,1048606,nm2757286,Sound,Linda Brenon,,0.6
,,,0,,1055972,nm1333696,Directing,Gayle Dickie,,0.702
,,,0,,1137222,nm2505460,Costume & Make-Up,Julio Parodi,,0.692
,,,0,,1263781,nm4674273,Costume & Make-Up,Yanika Waters,,0.6
,,,0,,1301113,nm2077517,Sound,Neil Stemp,,0.6
Al Sirkett,,,0,,1312810,nm0802866,Sound,Alastair Sirkett,,0.78
,,,0,,1320210,nm0385544,Art,David Hindle,,0.88
,,,2,,1332189,nm1379624,Crew,William Conacher,,0.706
,,,0,,1337394,nm0608416,Art,Hannah Moseley,,0.98
,,,0,,1337411,nm1341243,Sound,John Warhurst,,1.646
,,,0,,1337415,nm2906343,Visual Effects,Carl Grinter,,0.84
,,,0,,1338971,nm1870011,Sound,Glen Gathard,,0.6
,,,0,,1394011,nm0276061,Visual Effects,Tim Field,,1.692
,,,0,,1394101,nm1928056,Visual Effects,Becky Roberts,,0.665
,,,0,,1402096,nm5579144,Camera,Peter Robertson,,0.699
,,,0,,1406189,nm0367243,Sound,Nina Hartstone,,0.6
,,,0,,1411321,nm2073633,Costume & Make-Up,Natasha Nikolic,,0.6
Michael M. Green,,,2,,1429249,nm0338162,Camera,Michael Green,,1.048
,,,0,,1430474,nm1339434,Crew,David Malinowski,,1.154
,,,1,,1436238,nm1058764,Directing,Rowena Ladbury,,0.84
Jens Petersen,,,2,,1437624,nm4365192,Sound,Jens Rosenlund Petersen," Stockholm,  Sweden",0.6
Love Larsson,1978-06-11,,2,,1455302,nm1037627,Costume & Make-Up,Love Larson,"Umeå, Västerbottens län, Sweden",0.6
"Joe Hawthorne ",,,0,,1465943,nm3484713,Art,Jo Hawthorne,,0.6
,,,2,,1494536,nm2975219,Editing,Jonas Jangvad,,1.4
,,,0,,1521493,nm0952239,Costume & Make-Up,Louie Zakarian,,1.176
,,,0,,1535687,nm5777561,Lighting,Ionut Apetroae,,0.6
,,,0,,1544547,,Production,Donald Sabourin,,0.62
,,,0,,1565647,,Art,Simona De Angelis,,1.008
,,,0,,1577960,,Crew,Sascha Dhillon,,0.6
,,,0,,1578875,,Art,Alice Sutton,,0.6
,,,0,,1614268,,Camera,Sean Rogers,,0.828
,,,1,,1620512,nm8039287,Sound,Louise Burton,,0.6
,,,0,,1621061,,Costume & Make-Up,Valter Casotto,,0.608
,,,0,,1624499,,Art,Douglas Ingram,,1.38
,,,1,,1640828,nm0072741,Sound,Becky Bentham,,1.54
,,,0,,1699535,,Sound,Zoe Freed,,2.268
,,,0,,1721450,,Crew,Phil Eldridge,,0.6
,,,0,,1736381,,Camera,Russel Torode,,0.6
,,,0,,1740788,,Sound,Rory de Carteret,,0.6
,,,2,,1784629,,Sound,Mike Tehrani,,0.84
,,,0,,1789983,,Crew,Sam Dormer,,0.6
잭 레이븐크로프트,,,2,,1813983,,Directing,Jack Ravenscroft,,1.334
,,,0,,1816355,,Directing,Claire Frayn,,0.6
,,,0,,1818807,,Costume & Make-Up,Talulah Mason,,0.6
,,,0,,1826924,,Visual Effects,Thomas Phillips-Howard,,0.6
,,,2,,1915692,,Camera,Adam Sculthorp,,0.656
