title,year,imdbid,id,rating
iCarly: iGo to Japan,2008,1286124,9196,3
Saw V,2008,1132626,9291,3
Lakeview Terrace,2008,0947802,9340,3
Yip Man,2008,1220719,9552,0
Meet the Spartans,2008,1073498,9684,1
Never Back Down,2008,1023111,10057,2
Strange Wilderness,2008,0489282,10060,0
Star Wars: The Clone Wars,2008,1185834,10150,1
Somers Town,2008,1172206,10160,1
You Don&#146;t Mess with the Zohan,2008,0960144,10311,1
The Little Mermaid: Ariel&#39;s Beginning,2008,0969647,10316,3
Madagascar escape 2 africa,2008,0479952,10668,0
Futurama: Into the Wild Green Yonder,2009,1054487,276,3
Dead Like Me: Life After Death,2009,1079444,278,3
Thick as Thieves,2009,1112782,307,1
Adventureland,2009,1091722,311,3
Coraline,2009,0327597,314,3
17 Again,2009,0974661,315,3
Star Trek,2009,0796366,324,3
Angels &amp; Demons,2009,0808151,331,0
Up,2009,1049413,334,1
Terminator Salvation,2009,0438488,344,2
"Soloist, The",2009,0821642,347,1
Push,2009,0465580,353,3
Knowing,2009,0448011,354,1
Watchmen,2009,0409459,358,3
"Hangover, The",2009,1119646,361,1
Public Enemies,2009,1152836,371,1
Harry Potter and the Half-Blood Prince,2009,0417741,375,3
Grey Gardens,2009,0758751,377,3
Princess Protection Program,2009,1196339,385,3
Funny People,2009,1201167,408,1
Blood: The Last Vampire,2009,0806027,423,3
Julie &amp; Julia,2009,1135503,427,3
(500) Days of Summer,2009,1022603,434,1
G.I. Joe: The Rise of Cobra,2009,1046173,453,1
"Taking of Pelham 123, The",2009,1111422,456,0
Ice Age: Dawn of the Dinosaurs,2009,1080016,458,1
District 9,2009,1136608,468,1
Orphan,2009,1148204,471,3
Transformers: Revenge of the Fallen,2009,1055369,477,3
Br&uuml;no,2009,0889583,480,0
"Girl with the Dragon Tattoo, The",2009,1132620,485,3
9,2009,0472033,494,0
In the Loop,2009,1226774,496,3
Whatever Works,2009,1178663,497,3
Duplicity,2009,1135487,498,2
X-Men Origins: Wolverine,2009,0458525,507,3
Echelon Conspiracy,2009,1124039,518,0
"I Love You, Man",2009,1155056,519,2
Whip It,2009,1172233,522,3
Surrogates,2009,0986263,527,1
Zombieland,2009,1156398,528,3
"Maiden Heist, The",2009,1107860,531,0
Cloudy with a Chance of Meatballs,2009,0844471,534,1
Tsar,2009,1424431,536,1
Underworld: Rise of the Lycans,2009,0834001,539,1
Moon,2009,1182345,544,1
"Men Who Stare at Goats, The",2009,1234548,548,0
Fantastic Mr. Fox,2009,0432283,550,1
"Invention of Lying, The",2009,1058017,555,2
Inglourious Basterds,2009,0361748,557,3
"Princess and the Frog, The",2009,0780521,562,3
Ninja Assassin,2009,1186367,563,1
Up in the Air,2009,1193138,578,2
Avatar,2009,0499549,582,3
Sherlock Holmes,2009,0988045,632,1
Precious: Based on the Novel Push by Sapphire,2009,0929632,633,3
Bitch Slap,2009,1212974,635,3
"House of the Devil, The",2009,1172994,641,3
A Perfect Getaway,2009,0971209,642,3
Jennifer&#39;s Body,2009,1131734,643,3
Antichrist,2009,0870984,644,0
Drag Me to Hell,2009,1127180,654,3
Ghosted,2009,1252595,665,3
My Queen Karo,2009,1272041,677,3
Madeo,2009,1216496,678,3
Spring Breakdown,2009,0814331,680,3
Agora,2009,1186830,692,1
"Imaginarium of Doctor Parnassus, The",2009,1054606,696,1
A Single Man,2009,1315981,697,1
"Secret of Kells, The",2009,0485601,703,0
Nine,2009,0875034,709,2
Dogtooth,2009,1379182,712,3
"Road, The",2009,0898367,713,1
Helen,2009,1012729,714,3
"Lovely Bones, The",2009,0380510,718,3
Los viajes del viento,2009,1426374,721,1
Red Riding: In the Year of Our Lord 1974,2009,1259574,724,1
Capitalism: A Love Story,2009,1232207,726,1
I Love You Phillip Morris,2009,1045772,757,1
Bring It On: Fight to the Finish,2009,1349482,758,3
It&#39;s Complicated,2009,1230414,771,3
"Private Lives of Pippa Lee, The",2009,1134629,774,3
New Moon,2009,1259571,780,3
My Sister&#39;s Keeper,2009,1078588,798,3
Away We Go,2009,1176740,804,3
Soul Kitchen,2009,1244668,809,1
Lost Persons Area,2009,1405808,811,1
"Boat That Rocked, The",2009,1131729,812,3
Fish Tank,2009,1232776,888,3
An Education,2009,1174732,885,3
Bright Star,2009,0810784,886,3
Ajami,2009,1077262,891,2
Law Abiding Citizen,2009,1197624,892,3
Splice,2009,1017460,900,3
Astro Boy,2009,0375568,906,3
Daybreakers,2009,0433362,910,1
Confessions of a Shopaholic,2009,1093908,915,3
Humpday,2009,1334537,922,1
Frequently Asked Questions About Time Travel,2009,0910554,932,2
"Last Station, The",2009,0824758,946,3
Brooklyn&#39;s Finest,2009,1210042,951,1
"Human Centipede (First Sequence), The",2009,1467304,978,3
"Informant!, The",2009,1130080,987,1
Serious Moonlight,2009,1133993,992,2
Beeswax,2009,1339268,996,3
"Girl on the Train, The",2009,1183672,1011,3
Villa Amalia,2009,1348327,1036,3
Air Doll,2009,1371630,1043,1
Invictus,2009,1057500,1186,1
Chloe,2009,1352824,1341,3
White Material,2009,1135952,1288,3
Vision - Aus dem Leben der Hildegard von Bingen,2009,0995850,1508,3
"She, a Chinese",2009,1389374,1410,2
Yesterday Was a Lie,2009,0448182,1557,3
Go get some rosemary,2009,1426362,1482,1
Life During Wartime,2009,0808526,1484,3
Mr. Nobody,2009,0485947,1413,1
Planet 51,2009,0762125,1421,1
Hannah Free,2009,1315214,1574,3
Undertow,2009,1368491,1577,3
Cargo,2009,0381940,1446,3
44 Inch Chest,2009,0914837,1520,1
Nothing Personal,2009,1320352,1177,3
Youth in Revolt,2009,0403702,1179,1
All About Steve,2009,0881891,1180,3
London River,2009,1227787,1214,3
"Proposal, The",2009,1041829,1282,2
Hua Mulan,2009,1308138,1286,3
&quot;Chess in Concert&quot;,2009,1340768,1111,1
Scheherazade Tell Me a Story,2009,1473149,1137,3
"Secret in Their Eyes, The",2009,1305806,1140,1
Mother and Child,2009,1121977,1162,3
Cairo Time,2009,0896529,1440,3
Map of the Sounds of Tokyo,2009,1185376,1549,1
Exam,2009,1258197,1454,3
Cooking with Stella,2009,1479676,1526,3
Hideaway (Le refuge),2009,1504429,1485,3
Summer Wars,2009,1474276,1486,3
Brothers,2009,0765010,1487,3
"Slammin&#39; Salmon, The",2009,1135525,1488,3
"Young Victoria, The",2009,0962736,1490,3
Perrier&#39;s Bounty,2009,1003034,1493,0
"Unloved, The",2009,1268989,1494,3
"Girlfriend Experience, The",2009,1103982,1479,3
Bride Wars,2009,0901476,1395,3
Dead Snow,2009,1278340,1080,2
About Elly,2009,1360860,1609,3
Coco Chanel &amp; Igor Stravinsky,2009,1023441,1634,2
Ngai chai dor ching,2009,1463188,1638,2
2012,2009,1190080,1695,1
"Assassin Next Door, The",2009,1198153,1705,3
Survival of the Dead,2009,1134854,1720,1
"Unborn, The",2009,1139668,1721,3
"Ugly Truth, The",2009,1142988,1724,2
Thirst (Bakjwi),2009,0762073,1738,3
Case 39,2009,0795351,1750,3
A Prophet (Un Prophete),2009,1235166,1756,1
Micmacs (Micmacs &agrave; tire-larigot),2009,1149361,1771,3
"Limits of Control, The",2009,1135092,1779,1
Still waiting,2009,1116186,1780,3
Lebanon,2009,1483831,1796,0
Jaffa,2009,1406160,1797,3
Lourdes,2009,1405809,1803,3
"Police, Adjective",2009,1337051,1804,1
"Milk of Sorrow, The",2009,1206488,1805,3
"Disappearance of Alice Creed, The",2009,1379177,1813,0
Coco avant Chanel,2009,1035736,1821,3
Defendor,2009,1303828,1823,1
A Serious Man,2009,1019452,1870,2
Lesbian Vampire Killers,2009,1020885,1885,3
"Time Traveler&#39;s Wife, The",2009,0452694,1909,3
Everybody&#39;s Fine,2009,0780511,1917,2
"Scouting Book for Boys, The",2009,1022885,1936,2
Crossing Over,2009,0924129,2042,3
"Blind Side, The",2009,0878804,2048,2
Storm,2009,0768239,2105,3
"Good Guy, The",2009,1247662,2109,3
"Girl Who Kicked the Hornets&#39; Nest, The",2009,1343097,2125,3
Last Train Home,2009,1512201,2126,3
Ondine,2009,1235796,2127,3
Suck,2009,1323605,2134,1
"Girl Who Played with Fire, The",2009,1216487,2149,3
TiMER,2009,1179794,2166,2
Tournament,2009,0471041,2174,0
J&#39;ai tu&eacute; ma m&egrave;re,2009,1424797,2196,2
"Box, The",2009,0362478,2239,3
My Last Five Girlfriends,2009,1050002,2258,3
Get Low,2009,1194263,2273,1
Brief Interviews With Hideous Men,2009,0790627,2304,0
Where the Wild Things Are,2009,0386117,2336,1
Uncertainty,2009,1086216,2348,3
G-Force,2009,0436339,2378,1
Cracks,2009,1183665,2396,3
Fast &amp; Furious,2009,1013752,2401,1
Paper Heart,2009,1331064,2435,3
"Bad Lieutenant: Port of Call - New Orleans, The",2009,1095217,2438,3
Le h&eacute;risson,2009,1442519,2439,3
Eyes Wide Open,2009,1424327,2443,1
Alice,2009,1461312,2454,3
Kaiji: The Ultimate Gambler,2009,1309449,2464,0
Mega Shark vs Giant Octopus,2009,1350498,2470,0
My Bloody Valentine 3D,2009,1179891,2489,2
Gamer,2009,1034032,2536,1
"City of Your Final Destination, The",2009,0896923,2540,3
A Town Called Panic,2009,1433540,2558,1
"Boondock Saints II: All Saints Day, The",2009,1300851,2600,0
Mutants,2009,1146320,2606,3
Exit 117,2009,1521783,2635,2
Desert Flower,2009,1054580,2650,3
Monsters vs Aliens,2009,0892782,2656,3
Mary and Max,2009,0978762,2669,1
Enter the Void,2009,1191111,2671,1
Dear Lemon Lima,2009,1242423,2685,3
Our Summer in Tehran,2009,1326956,2755,3
"Messenger, The",2009,0790712,2776,1
Ink,2009,1071804,2777,3
Broken Embraces,2009,0913425,2830,3
"Double Hour, The",2009,1379222,2884,3
Modern Family,2009,1442437,2915,3
Finding Bliss,2009,1185242,2936,3
Veronika Decides to Die,2009,1068678,2956,3
Year of the Carnivore,2009,1372306,3041,3
OSS 117: Lost in Rio,2009,1167660,3061,1
3 Idiots,2009,1187043,3066,1
Professor Layton and the Eternal Diva,2009,1488591,3082,3
"My Son, My Son, What Have Ye Done",2009,1233219,3165,2
"Horde, The",2009,1183276,3200,0
C Me Dance,2009,1314645,4322,3
He&#39;s Just Not That Into You,2009,1001508,3299,3
Harry Brown,2009,1289406,3345,1
Headhunter,2009,1322315,3356,1
"Dancer and the Thief, The",2009,1243375,3377,0
Il richiamo,2009,1463167,3378,3
"Concert, The",2009,1320082,3462,2
RoboGeisha,2009,1381512,3472,3
Little Girl,2009,1426371,3516,3
Wonder Woman,2009,1186373,3585,3
Paa,2009,1532957,3730,2
Evangelion: 2.0 You Can (Not) Advance,2009,0860906,3732,3
"Maid, The",2009,1187044,3752,3
Armored,2009,0913354,3779,0
Wild About Harry,2009,0435711,3813,3
Albino Farm,2009,1050001,3821,3
Attack on Leningrad,2009,0432314,3838,3
Dance Subaru,2009,1230424,3846,3
"Girl (Flickan), The",2009,1342378,3847,3
Tinker Bell and the Lost Treasure,2009,1216516,3906,3
Technotise - Edit i ja,2009,1372301,3936,3
According to Greta,2009,1059925,3997,3
Black Dynamite,2009,1190536,4000,2
Infestation,2009,1020543,4006,3
"Good Witch&#39;s Garden, The",2009,1312251,4014,3
Valhalla Rising,2009,0862467,4129,0
Pandorum,2009,1188729,4047,1
Deadline,2009,1242618,4049,3
"Fourth Kind, The",2009,1220198,4062,3
In the Electric Mist,2009,0910905,4075,2
"Skeptic, The",2009,0493451,4076,1
Fired Up!,2009,1083456,4086,1
Vampire Girl versus Frankenstein Girl,2009,1425928,4088,3
One Hot Summer,2009,1422201,4114,2
Adam,2009,1185836,4119,2
I Come with the Rain,2009,1024744,4217,0
Whiteout,2009,0365929,4265,3
Dead Hooker in a Trunk,2009,1508661,4332,3
Natale a Beverly Hills,2009,1504362,4467,1
"Wild Hunt, The",2009,1493886,4466,1
Elsewhere,2009,0874271,4533,3
Friday the 13th,2009,0758746,4570,2
"Final Destination, The",2009,1144884,4596,3
Carriers,2009,0806203,4763,3
[Rec] 2,2009,1245112,4764,1
"Uninvited, The",2009,0815245,4765,3
David&#39;s Birthday,2009,1273204,4780,3
Polytechnique,2009,1194238,4827,3
Surviving Evil,2009,0804539,4846,3
Do Comeco ao Fim,2009,1440741,4929,2
Not Since You,2009,1072438,4931,2
12 Men of Christmas,2009,1446201,5013,3
State of Play,2009,0473705,5019,3
El nino pez,2009,1235842,5034,3
Last of the Living,2009,1351177,5052,0
El traspatio (Backyard),2009,1257579,5116,3
Dom zly,2009,1485698,5120,1
Nowhere Boy,2009,1266029,5153,3
Reservoir Hill,2009,2177683,5173,3
Heartless,2009,1220214,5202,1
Nasty Old People,2009,1527679,5251,3
Awaydays,2009,1137436,5359,2
"Last House on the Left, The",2009,0844708,5363,3
Amelia,2009,1129445,5367,3
Fruit Fly,2009,1326221,5402,3
And Then Came Lola,2009,1123894,5462,3
Drool,2009,1268962,5506,3
Make the Yuletide Gay,2009,1305714,5586,3
Reykjavik Whale Watching Massacre,2009,1075749,5784,3
"Joneses, The",2009,1285309,5636,3
Aliens in the Attic,2009,0775552,5666,3
"Wrong House, The",2009,1648194,5695,3
Queen to Play,2009,1082009,5718,3
Big Font. Large Spacing,2009,1479163,5857,3
Triangle,2009,1187064,5889,3
Love Takes Wing,2009,1269560,5891,3
Children of the Corn,2009,1290135,5907,1
Ju-on: White Ghost,2009,1422675,5923,3
Ju-on: Black Ghost,2009,1422674,5951,3
Cosmonauta,2009,1332054,5966,3
Love Happens,2009,0899106,6058,3
Bran Nue Dae,2009,1148165,6067,1
Redline,2009,1483797,6122,3
Solomon Kane,2009,0970452,6189,3
XXXHOLic: Shunmuki - Zenpen,2009,1263772,6213,3
XXXHOLiC: Shunmuki - Kouhen,2009,1461305,6214,3
Sorority Row,2009,1232783,6224,3
Taking Woodstock,2009,1127896,6270,1
After.Life,2009,0838247,6311,1
"Descent: Part 2, The",2009,1073105,6533,3
Chohatsu Daikaiju Gehara,2009,3671900,6571,0
Madea Goes to Jail,2009,1142800,6573,0
"Cry of the Owl, The",2009,1034302,6580,0
Tales from the Catholic Church of Elvis!,2009,1082876,6829,3
Beautiful Kate,2009,1209377,6883,3
I can do bad all by myself,2009,1385912,6937,1
Georgia O&#39;Keeffe,2009,1320286,7010,3
Butter bei die Fische,2009,1362534,7176,3
Land of the Lost,2009,0457400,7359,0
(Untitled),2009,1132193,7382,1
Accidents Happen,2009,1119123,7614,3
Cherrybomb,2009,1248971,7623,1
Dorian Gray,2009,1235124,7628,1
Fatal Rescue,2009,1144825,7631,1
Looking for Eric,2009,1242545,7723,1
Celda 211,2009,1242422,7917,0
"Hole, The",2009,1085779,8003,3
Mystery Team,2009,1237838,8146,1
Opie Gets Laid,2009,0446043,8456,3
Hachi: A Dog&#39;s Tale,2009,1028532,8555,1
Breaking Upwards,2009,1247644,8593,3
Killer Bean Forever,2009,1340108,8776,0
Year One,2009,1045778,8848,3
Cold Souls,2009,1127877,9007,1
What&#39;s Your Raashee?,2009,1242530,9030,2
Pope Joan,2009,0458455,9368,3
Night at the Museum: Battle of the Smithsonian,2009,1078912,9589,1
1,2009,0408060,9643,3
"Greatest, The",2009,1226232,10030,3
Old Dogs,2009,0976238,10204,3
Hannah Montana: The Movie,2009,1114677,10305,2
Paul Blart: Mall Cop,2009,1114740,10298,1
Homestuck,2009,5868326,10630,3
"Crazies, The",2010,0455407,694,3
Alice in Wonderland,2010,1014759,699,3
Our Family Wedding,2010,1305583,702,3
Green Zone,2010,0947810,704,0
Diary of a Wimpy Kid,2010,1196141,705,3
How to Train Your Dragon,2010,0892769,711,3
Hot Tub Time Machine,2010,1231587,715,1
Shutter Island,2010,1130884,716,1
"Wolfman, The",2010,0780653,717,1
Repo Men,2010,1053424,723,3
Kick-Ass,2010,1250777,737,1
Cemetery Junction,2010,1196204,773,2
Date Night,2010,1279935,784,3
Iron Man 2,2010,1228705,797,3
"Back-up Plan, The",2010,1212436,808,3
Robin Hood,2010,0955308,822,3
Letters to Juliet,2010,0892318,823,3
MacGruber,2010,1470023,824,1
"Ghost Writer, The",2010,1139328,828,2
Prince of Persia: The Sands of Time,2010,0473075,831,0
"Runaways, The",2010,1017451,832,3
Sex and the city 2,2010,1261945,835,3
Book of Eli,2010,1037705,848,3
Get Him To The Greek,2010,1226229,870,1
Greenberg,2010,1234654,872,1
Shrek Forever After,2010,0892791,894,1
Just Wright,2010,1407061,901,3
Please Give,2010,0878835,908,3
Winter&#39;s Bone,2010,1399683,909,3
"Karate Kid, The",2010,1155076,943,3
Tiny Furniture,2010,1570989,944,3
Toy Story 3,2010,0435761,961,3
Peacock,2010,1188113,962,1
R U There,2010,1443518,968,0
"A-Team, The",2010,0429493,969,0
Legion,2010,1038686,979,3
Grown Ups,2010,1375670,980,3
Exit Through the Gift Shop,2010,1587707,988,0
Valentine&#39;s Day,2010,0817230,989,3
Browncoats: Redemption,2010,1593655,1004,3
I Am Love,2010,1226236,1005,3
Dos hermanos,2010,1576382,1012,3
Boy,2010,1560139,1016,1
"Last Airbender, The",2010,0938283,1019,1
"Switch, The",2010,0889573,1570,2
Ramona and Beezus,2010,0493949,1350,3
Centurion,2010,1020558,1506,1
Jucy,2010,1336999,1507,3
"Expendables, The",2010,1320253,1509,1
Shelter,2010,1179069,1580,3
"Sorcerer&#39;s Apprentice, The",2010,0963966,1301,1
Remember Me,2010,1403981,1303,3
"Town, The",2010,0840361,1576,1
Middle Men,2010,1251757,1447,1
"Other Guys, The",2010,1386588,1448,2
La tete en friche,2010,1455151,1519,1
You Will Meet a Tall Dark Stranger,2010,1182350,1518,3
Poetry,2010,1287878,1566,3
Resident Evil: Afterlife,2010,1220634,1567,3
Salt,2010,0944835,1299,3
Knight and Day,2010,1013743,1174,2
Skeletons,2010,1425933,1175,3
Una hora mas en Canarias,2010,1161411,1183,3
"Kids Are All Right, The",2010,0842926,1199,3
El dios de madera,2010,1511354,1215,3
"Twilight Saga: Eclipse, The",2010,1325004,1234,3
Despicable Me,2010,1323594,1139,3
Cyrus,2010,1336617,1166,1
Predators,2010,1424381,1168,0
Inception,2010,1375666,1169,3
Easy A,2010,1282140,1599,3
"American, The",2010,1440728,1530,1
Cop Out,2010,1385867,1453,1
"Losers, The",2010,0480255,1531,1
Submarino,2010,1322385,1533,1
Monga,2010,1604900,1471,1
Love Like Poison,2010,1646985,1474,3
"Eat, Pray, Love",2010,0879870,1480,3
Machete,2010,0985694,1528,3
Dinner for Schmucks,2010,0427152,1407,1
Scott Pilgrim vs. the World,2010,0446029,1468,3
"Housemaid, The",2010,1314652,1606,3
Going the Distance,2010,1322312,1607,3
"Last Exorcism, The",2010,1320244,1612,3
"Great Vazquez, The",2010,1525915,1624,3
Into Our Own Hands,2010,1653853,1618,3
Heartbeats,2010,1600524,1619,2
"Social Network, The",2010,1285016,1620,1
Carancho,2010,1542852,1625,3
You Again,2010,1414382,1626,3
Let Me In,2010,1228987,1649,1
Buried,2010,1462758,1650,1
Abel,2010,1479668,1651,3
Made In Dagenham,2010,1371155,1652,3
"Tempest, The",2010,1274300,1653,3
Catfish,2010,1584016,1655,0
Wall Street: Money Never Sleeps,2010,1027718,1661,3
Black Swan,2010,0947798,1662,3
Secretariat,2010,1028576,1669,3
Amador,2010,1477171,1672,3
13 Assassins,2010,1436045,1698,1
Red,2010,1245526,1700,2
Devil,2010,1314655,1701,3
Score: A Hockey Musical,2010,1592876,1711,2
Morning Glory,2010,1126618,1723,3
Burlesque,2010,1126591,1784,3
Elle s&#39;appelait Sarah (Sarah&#39;s key),2010,1668200,1742,3
Megamind,2010,1001526,1743,0
127 Hours,2010,1542344,1758,3
Unstoppable,2010,0477080,1759,3
Another Year,2010,1431181,1760,3
Clash of the Titans,2010,0800320,1772,3
Harry Potter and the Deathly Hallows: Part 1,2010,0926084,1773,3
Uncle Boonmee Who Can Recall His Past Lives,2010,1588895,1775,3
"Next Three Days, The",2010,1458175,1777,3
Tangled,2010,0398286,1782,3
Of god and men (Des hommes et des dieux),2010,1588337,1820,0
Chico &amp; Rita,2010,1235830,1831,2
Monsters,2010,1470827,1842,0
Tron Legacy,2010,1104001,1851,1
True Grit,2010,1403865,1854,3
"King&#39;s Speech, The",2010,1504320,1863,3
Charlie St. Cloud,2010,1438254,1865,1
Temple Grandin,2010,1278469,1866,3
"Tourist, The",2010,1243957,1879,0
Skyline,2010,1564585,1880,3
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,0980970,1884,3
Yogi Bear,2010,1302067,1893,0
"Four-Faced Liar, The",2010,1174693,1918,3
Never Let Me Go,2010,1334260,1923,3
Jack and the Beanstalk,2010,1079968,1929,1
Gunless,2010,1376195,1930,2
"Client List, The",2010,1625340,1933,2
Trigger,2010,1624408,1938,3
Restrepo,2010,1559549,2006,0
"Fighter, The",2010,0964517,2033,2
Welcome to the Rileys,2010,1183923,2049,3
Simple Simon,2010,1686313,2046,1
"Illusionist, The",2010,0775489,2051,0
"Place in Between, The",2010,1723115,2052,3
Bal,2010,1571724,2055,0
Biutiful,2010,1164999,2059,1
Confessions (Kokuhaku),2010,1590089,2084,3
Blue Valentine,2010,1120985,2088,2
"Spy Next Door, The",2010,1273678,2093,3
Love and Other Drugs,2010,0758752,2096,2
How I ended this summer,2010,1588875,2103,0
Triple Dog,2010,1232838,2110,3
And Soon the Darkness,2010,1391034,2112,3
It&#39;s Kind of a Funny Story,2010,0804497,2113,1
Kaboom,2010,1523483,2114,3
Certified Copy,2010,1020773,2119,3
Somewhere,2010,1421051,2124,3
Dear John,2010,0989757,2129,0
Superman/Batman: Apocalypse,2010,1673430,2164,3
"Heavy, The",2010,0473364,2178,0
